m,k,log_n,N,reps,n_success
360,6,32,183,20000,20000
360,6,32,263,40000,0
361,4,32,128,200000,199980
361,4,32,263,20000,17987
361,5,32,128,200000,199999
361,5,32,263,20000,147
361,6,32,128,100000,100000
361,6,32,263,20000,0
362,4,32,183,30000,29996
362,4,32,263,40000,35956
362,5,32,183,30000,30000
362,5,32,263,40000,321
362,6,32,183,30000,30000
362,6,32,263,40000,0
363,4,32,263,40000,35940
363,5,32,263,40000,283
363,6,32,256,100000,0
363,6,32,263,40000,0
364,4,32,127,10000,10000
364,4,32,183,20000,19992
364,4,32,263,20000,19037
364,5,32,127,10000,10000
364,5,32,183,20000,20000
364,5,32,263,20000,150
364,6,32,127,10000,10000
364,6,32,183,20000,20000
364,6,32,263,20000,0
365,4,32,256,200000,198633
365,4,32,263,20000,19059
365,5,32,256,200000,45122
365,5,32,263,20000,671
365,6,32,256,100000,0
365,6,32,263,20000,0
366,4,32,183,20000,19994
366,4,32,263,40000,38056
366,5,32,183,20000,20000
366,5,32,263,40000,1359
366,6,32,183,20000,20000
366,6,32,263,40000,0
367,4,32,128,100000,99991
367,4,32,256,110000,109303
367,4,32,263,20000,19010
367,5,32,128,100000,100000
367,5,32,256,10000,2309
367,5,32,263,20000,657
367,6,32,128,100000,100000
367,6,32,256,10000,0
367,6,32,263,20000,0
368,3,3,1,100000,100000
368,3,3,2,100000,87574
368,3,3,3,100000,65660
368,3,3,4,100000,41144
368,3,3,5,100000,20696
368,3,3,6,100000,7901
368,3,3,7,100000,1868
368,3,3,8,100000,252
368,3,3,9,100000,0
368,3,3,10,100000,0
368,3,3,11,100000,0
368,3,3,12,100000,0
368,3,3,13,100000,0
368,3,3,14,100000,0
368,3,3,15,100000,0
368,3,3,16,100000,0
368,3,3,17,100000,0
368,3,3,18,100000,0
368,3,3,19,100000,0
368,3,4,1,100000,100000
368,3,4,2,100000,93840
368,3,4,3,100000,82052
368,3,4,4,100000,66563
368,3,4,5,100000,49984
368,3,4,6,100000,34192
368,3,4,7,100000,21674
368,3,4,8,100000,11927
368,3,4,9,100000,6134
368,3,4,10,100000,2599
368,3,4,11,100000,962
368,3,4,12,100000,344
368,3,4,13,100000,76
368,3,4,14,100000,14
368,3,4,15,100000,2
368,3,4,16,100000,0
368,3,4,17,100000,0
368,3,4,18,100000,0
368,3,4,19,100000,0
368,3,5,1,100000,100000
368,3,5,2,100000,96861
368,3,5,3,100000,90958
368,3,5,4,100000,82271
368,3,5,5,100000,71992
